config,seed,success_peak,success_final,drop,collapsed,policy_std_start,policy_std_end,std_ratio,runaway_exploration,alias
R12,3,0.0,0.0,0.0,False,0.6065306663513184,0.4756833612918854,0.7842692672959708,False,B2_goal+dist
R12,4,0.9560000000000001,0.9058888888888887,0.05011111111111133,False,0.6065306663513184,0.4593088924884796,0.7572723325788707,False,B2_goal+dist
R12,5,0.33999999999999997,0.1146111111111111,0.22538888888888886,True,0.6065306663513184,0.4631631970405578,0.7636270064080842,False,B2_goal+dist
R13,0,0.0,0.0,0.0,False,0.6065306663513184,0.449628472328186,0.7413120181259714,False,
R13,1,0.0,0.0,0.0,False,0.6065306663513184,0.3777241110801697,0.6227617695778337,False,
R13,2,0.0,0.0,0.0,False,0.6065306663513184,0.4819460809230804,0.7945947462513374,False,
R13,3,0.0,0.0,0.0,False,0.6065306663513184,0.440743088722229,0.7266624973368438,False,
R13,4,0.0,0.0,0.0,False,0.6065306663513184,0.4170382618904114,0.687579845548736,False,
R13,5,0.0,0.0,0.0,False,0.6065306663513184,0.3689510524272918,0.6082974413260512,False,
R14,0,0.0,0.0,0.0,False,0.6065306663513184,0.4458007216453552,0.7350011242253262,False,
R14,1,0.0,0.0,0.0,False,0.6065306663513184,0.3687382340431213,0.6079465631331137,False,
R14,2,0.0,0.0,0.0,False,0.6065306663513184,0.4498336017131805,0.7416502193025557,False,
R14,3,0.0,0.0,0.0,False,0.6065306663513184,0.3960943818092346,0.6530492253458565,False,
R14,4,0.0,0.0,0.0,False,0.6065306663513184,0.4018245339393616,0.6624966489437392,False,
R14,5,0.0,0.0,0.0,False,0.6065306663513184,0.3914851546287536,0.6454498945350856,False,
R15,0,0.0,0.0,0.0,False,0.6065306663513184,0.2912609577178955,0.4802081310579432,False,
R15,1,0.0,0.0,0.0,False,0.6065306663513184,0.2977015972137451,0.4908269502754352,False,
R15,2,0.968,0.9434444444444446,0.02455555555555533,False,0.6065306663513184,0.3229514360427856,0.5324568961789703,False,
R15,3,0.967,0.9440555555555553,0.022944444444444656,False,0.6065306663513184,0.3484992682933807,0.5745781501697736,False,
R15,4,0.968,0.9373888888888887,0.030611111111111255,False,0.6065306663513184,0.3139225244522095,0.5175707377512506,False,
R15,5,0.0,0.0,0.0,False,0.6065306663513184,0.3082782626152038,0.5082649233050337,False,
R23,0,0.0,0.0,0.0,False,0.6065306663513184,0.4551845788955688,0.7504724891056276,False,
R23,1,0.0,0.0,0.0,False,0.6065306663513184,0.4064425230026245,0.670110425656866,False,
R23,2,0.0,0.0,0.0,False,0.6065306663513184,0.4584275484085083,0.755819241863321,False,
R23,3,0.0,0.0,0.0,False,0.6065306663513184,0.4812705814838409,0.7934810359697071,False,
R23,4,0.0,0.0,0.0,False,0.6065306663513184,0.4616223871707916,0.7610866404295012,False,
R23,5,0.0,0.0,0.0,False,0.6065306663513184,0.4920244812965393,0.8112112191398183,False,
R24,0,0.0,0.0,0.0,False,0.6065306663513184,0.4226989150047302,0.6969126846422172,False,
R24,1,0.0,0.0,0.0,False,0.6065306663513184,0.4101545214653015,0.6762304764121017,False,
R24,2,0.0,0.0,0.0,False,0.6065306663513184,0.4485410749912262,0.739519203026446,False,
R24,3,0.0,0.0,0.0,False,0.6065306663513184,0.4539284706115722,0.7484015166821673,False,
R24,4,0.0,0.0,0.0,False,0.6065306663513184,0.4358662664890289,0.7186219768755497,False,
R24,5,0.279,0.17738888888888893,0.1016111111111111,True,0.6065306663513184,0.456274926662445,0.7522701686416605,False,
R25,0,0.961,0.9393333333333334,0.021666666666666612,False,0.6065306663513184,0.3371811807155609,0.5559177786408195,False,B7_dist+jerk
R25,1,0.9550000000000001,0.9436666666666665,0.011333333333333528,False,0.6065306663513184,0.3184650540351867,0.5250601028155161,False,B7_dist+jerk
R25,2,0.966,0.9508333333333332,0.015166666666666773,False,0.6065306663513184,0.3248873949050903,0.5356487526995165,False,B7_dist+jerk
R25,3,0.985,0.9609444444444443,0.02405555555555572,False,0.6065306663513184,0.3173278570175171,0.5231851819240291,False,B7_dist+jerk
R25,4,0.974,0.9575555555555556,0.016444444444444373,False,0.6065306663513184,0.3325035572052002,0.5482056813473722,False,B7_dist+jerk
R25,5,0.968,0.9482222222222221,0.019777777777777894,False,0.6065306663513184,0.3327638208866119,0.5486347836102098,False,B7_dist+jerk
R34,0,0.0,0.0,0.0,False,0.6065306663513184,0.4218370616436004,0.695491728689051,False,
R34,1,0.0,0.0,0.0,False,0.6065306663513184,0.3884367346763611,0.6404238997725605,False,
R34,2,0.0,0.0,0.0,False,0.6065306663513184,0.4379443526268005,0.7220481616557402,False,
R34,3,0.0,0.0,0.0,False,0.6065306663513184,0.433925986289978,0.7154229956752702,False,
R34,4,0.0,0.0,0.0,False,0.6065306663513184,0.3899019360542297,0.6428396084236709,False,
R34,5,0.0,0.0,0.0,False,0.6065306663513184,0.36449134349823,0.6009446244340547,False,
R35,0,0.0,0.0,0.0,False,0.6065306663513184,0.2946978807449341,0.4858746590963587,False,
R35,1,0.0,0.0,0.0,False,0.6065306663513184,0.2929824590682983,0.48304640692082534,False,
R35,2,0.9800000000000001,0.9685,0.011500000000000066,False,0.6065306663513184,0.3040838241577148,0.501349463477221,False,
R35,3,0.975,0.9586111111111111,0.016388888888888897,False,0.6065306663513184,0.3159135580062866,0.5208533970866055,False,
R35,4,0.983,0.9650555555555554,0.01794444444444454,False,0.6065306663513184,0.3008656501770019,0.4960435916404805,False,
R35,5,0.0,0.0,0.0,False,0.6065306663513184,0.3079584836959839,0.507737697004765,False,
R45,0,0.0,0.0,0.0,False,0.6065306663513184,0.3130920827388763,0.5162015708493876,False,
R45,1,0.0,0.0,0.0,False,0.6065306663513184,0.2983446717262268,0.4918872008912041,False,
R45,2,0.983,0.9752222222222223,0.007777777777777661,False,0.6065306663513184,0.3199427723884582,0.5274964484699921,False,
R45,3,0.97,0.9461666666666666,0.023833333333333373,False,0.6065306663513184,0.3052934408187866,0.5033437841738948,False,
R45,4,0.0,0.0,0.0,False,0.6065306663513184,0.3052274584770202,0.5032349976847247,False,
R45,5,0.0,0.0,0.0,False,0.6065306663513184,0.3015309870243072,0.49714054664080676,False,
R1,0,0.0,0.0,0.0,False,0.6065306663513184,0.4784940183162689,0.7889032572659941,False,B1_goal-only
R1,1,0.0,0.0,0.0,False,0.6065306663513184,0.3795996308326721,0.6258539788535574,False,B1_goal-only
R1,2,0.0,0.0,0.0,False,0.6065306663513184,0.4637351632118225,0.7645700191904476,False,B1_goal-only
R1,3,0.0,0.0,0.0,False,0.6065306663513184,0.4449837207794189,0.7336541175342199,False,B1_goal-only
R1,4,0.0,0.0,0.0,False,0.6065306663513184,0.4142022728919983,0.6829040902147585,False,B1_goal-only
R1,5,0.0,0.0,0.0,False,0.6065306663513184,0.3537767827510834,0.5832793004173785,False,B1_goal-only
R2,0,0.0,0.0,0.0,False,0.6065306663513184,0.4648579955101013,0.7664212566637867,False,B6_dist-only
R2,1,0.0,0.0,0.0,False,0.6065306663513184,0.4384196996688843,0.72283187642641,False,B6_dist-only
R2,2,0.0,0.0,0.0,False,0.6065306663513184,0.4605768322944641,0.7593628118840837,False,B6_dist-only
R2,3,0.0,0.0,0.0,False,0.6065306663513184,0.4756833612918854,0.7842692672959708,False,B6_dist-only
R2,4,0.9629999999999999,0.9050555555555556,0.05794444444444424,False,0.6065306663513184,0.4710990786552429,0.7767110630847642,False,B6_dist-only
R2,5,0.23399999999999999,0.08127777777777778,0.1527222222222222,False,0.6065306663513184,0.4656631350517273,0.7677487073374177,False,B6_dist-only
R3,0,0.0,0.0,0.0,False,0.6065306663513184,0.449628472328186,0.7413120181259714,False,
R3,1,0.0,0.0,0.0,False,0.6065306663513184,0.3777241110801697,0.6227617695778337,False,
R3,2,0.0,0.0,0.0,False,0.6065306663513184,0.4819460809230804,0.7945947462513374,False,
R3,3,0.0,0.0,0.0,False,0.6065306663513184,0.440743088722229,0.7266624973368438,False,
R3,4,0.0,0.0,0.0,False,0.6065306663513184,0.4170382618904114,0.687579845548736,False,
R3,5,0.0,0.0,0.0,False,0.6065306663513184,0.3689510524272918,0.6082974413260512,False,
R4,0,0.0,0.0,0.0,False,0.6065306663513184,0.4458007216453552,0.7350011242253262,False,
R4,1,0.0,0.0,0.0,False,0.6065306663513184,0.3687382340431213,0.6079465631331137,False,
R4,2,0.0,0.0,0.0,False,0.6065306663513184,0.4498336017131805,0.7416502193025557,False,
R4,3,0.0,0.0,0.0,False,0.6065306663513184,0.3960943818092346,0.6530492253458565,False,
R4,4,0.0,0.0,0.0,False,0.6065306663513184,0.4018245339393616,0.6624966489437392,False,
R4,5,0.0,0.0,0.0,False,0.6065306663513184,0.3914851546287536,0.6454498945350856,False,
R5,0,0.0,0.0,0.0,False,0.6065306663513184,0.2912609577178955,0.4802081310579432,False,
R5,1,0.0,0.0,0.0,False,0.6065306663513184,0.2977015972137451,0.4908269502754352,False,
R5,2,0.977,0.9412777777777779,0.0357222222222221,False,0.6065306663513184,0.3029285073280334,0.49944466806657606,False,
R5,3,0.9720000000000001,0.9546666666666668,0.01733333333333331,False,0.6065306663513184,0.3377772271633148,0.5569004930868005,False,
R5,4,0.9709999999999999,0.9617222222222223,0.009277777777777607,False,0.6065306663513184,0.3116160333156585,0.5137679767953602,False,
R5,5,0.0,0.0,0.0,False,0.6065306663513184,0.3082782626152038,0.5082649233050337,False,
R0_none,0,0.0,0.0,0.0,False,0.6065306663513184,0.4784940183162689,0.7889032572659941,False,Z_task-only
R0_none,1,0.0,0.0,0.0,False,0.6065306663513184,0.3795996308326721,0.6258539788535574,False,Z_task-only
R0_none,2,0.0,0.0,0.0,False,0.6065306663513184,0.4637351632118225,0.7645700191904476,False,Z_task-only
R0_none,3,0.0,0.0,0.0,False,0.6065306663513184,0.4449837207794189,0.7336541175342199,False,Z_task-only
R0_none,4,0.0,0.0,0.0,False,0.6065306663513184,0.4142022728919983,0.6829040902147585,False,Z_task-only
R0_none,5,0.0,0.0,0.0,False,0.6065306663513184,0.3537767827510834,0.5832793004173785,False,Z_task-only
