config,seed,success,collision,timeout,nav_time,path_length_ratio,intrusion_steps,intrusion_count,intrusion_rate,mean_sq_accel,min_separation,action_autocorr,mean_speed,displacement_efficiency,net_progress_per_step,nav_time_succ,path_length_ratio_succ,mean_sq_accel_succ,ep_return,n_episodes
R1234,4,0.0,0.0,1.0,25.0,2.2249868413055247,0.138,0.142,0.00138,1.3434686191987846,1.4993039507030959,0.9022144865436044,0.711995789217768,0.3895835466237753,0.0016797931559054025,,,,0.1991235942702953,500
R1234,5,0.0,0.002,0.998,24.952,2.2791289940602955,0.19,0.196,0.0033399999999999997,0.7733017825991735,1.3458130022252148,0.9005802959590292,0.7305882870182897,0.5423363174481658,0.035298395180012515,,,,0.3697321754339379,500
R1235,0,0.984,0.016,0.0,13.073,1.6272174932880275,1.138,1.144,0.026216092708809393,0.5169199501933172,0.5855296754935954,0.9459727542978089,0.9953779278340901,0.6245624382509672,0.1478108971065695,13.189532520325203,1.6417962473650152,0.4785759542302109,1.4483625220759464,500
R1235,1,0.964,0.038,0.0,13.021,1.6198078658705926,1.622,1.642,0.030737593723295493,0.4626073300855287,0.5552896171664435,0.9741973728910641,0.9950298610693987,0.6261592031920634,0.14911677762651265,13.156639004149378,1.6368074957806193,0.46262538149327326,1.4035671974163815,500
R1235,2,0.986,0.014,0.0,13.555,1.6886330117141646,0.996,1.002,0.01952726364209021,0.5104311344405776,0.6451913748398433,0.9636230928999535,0.9963686649651796,0.6057097262630341,0.14469413987891921,13.617647058823529,1.6965166260927296,0.496848515026663,1.454517111705979,500
R1235,3,0.966,0.042,0.0,15.085,1.8699791740888487,0.834,0.84,0.017653904438912616,0.38311753275432947,0.7197204296817165,0.9898547976824551,0.9912364352634289,0.5479362759738133,0.1287683162013633,15.27743271221532,1.8944691346821512,0.3587539536812183,1.4295902751809408,500
R1235,4,0.984,0.02,0.0,14.151,1.763688582043496,0.956,0.96,0.018567340116025156,0.49034596946888703,0.6470049652576193,0.9778165447011741,0.996948966936377,0.5821009830580662,0.13837533350690334,14.230182926829269,1.7736063080076814,0.4628520840905453,1.454915506696646,500
R1235,5,0.986,0.014,0.0,13.0425,1.6272656444849372,1.324,1.328,0.0267098252624991,0.533819469187652,0.5627416159630626,0.968317281503241,0.9980495253070651,0.6296759855594769,0.1494005874473721,13.143002028397566,1.6398336696095033,0.5189897834024177,1.4481273504855363,500
R1245,0,0.974,0.034,0.0,13.7915,1.7159910854491687,1.268,1.272,0.025170672837987466,0.4899325824628116,0.5711070989811313,0.9782060411518544,0.9952077784799881,0.5971772012920049,0.1406444662286652,13.959445585215606,1.7370677611475127,0.4642351591686939,1.4157782524796303,500
R1245,1,0.0,0.0,1.0,25.0,3.1104857303746636,0.236,0.24,0.00236,0.09391890237395048,1.5405692276251588,1.0,0.9953554337198923,0.9465768999315224,-0.17746355245259102,,,,-0.576567860220757,500
R1245,2,0.97,0.036,0.0,13.66,1.704891731887531,1.212,1.218,0.025706297299781255,0.5475953030809493,0.611710302044982,0.9729406329022441,0.9984610626678062,0.6006689532838293,0.14127948962818737,13.853608247422681,1.7290620760313549,0.5117114304433062,1.4091522342769718,500
R1245,3,0.988,0.016,0.0,13.312,1.657866463963838,1.446,1.46,0.029481449511451478,0.5464501602159753,0.5578844845931462,0.9637322026178897,0.9962421026495041,0.6206388373289479,0.14664247665576563,13.404352226720647,1.6694088042165294,0.5277565864266678,1.4412850594389175,500
R1245,4,0.96,0.042,0.0,13.075,1.6292578948538685,1.686,1.694,0.033858797980561114,0.5548501537053028,0.5264764456024262,0.960459523043294,0.996917214977913,0.6187982693506092,0.1475651520490302,13.293229166666666,1.6565005978740819,0.5312849644286243,1.387597593921907,500
R1245,5,0.974,0.032,0.0,14.003,1.7484714944821884,0.872,0.876,0.016500571000215805,0.5386618552153726,0.6752267024637228,0.957155147394955,0.9989003149531065,0.5877338483830894,0.13974102812229744,14.08829568788501,1.7592244675723476,0.5234941757843841,1.415936616317384,500
R1345,0,0.0,0.0,1.0,25.0,3.112615695257518,0.306,0.312,0.0030600000000000002,0.1965361481325158,1.5534243558546632,0.9981708604048954,0.9960370224824058,0.6357534379341503,-0.0878363649777768,,,,-0.5374794153086841,500
R1345,1,0.0,0.0,1.0,25.0,3.111971482922549,0.236,0.242,0.00236,0.10420065865830307,1.5854268454648173,1.0,0.9958308745352158,0.9426962073195093,-0.17814906929474514,,,,-0.5177630650252104,500
R1345,2,0.99,0.012,0.0,12.8745,1.6039995348012583,1.438,1.444,0.030493861920628952,0.528173807538534,0.5665554439472308,0.9579450443566693,0.9965074437133926,0.6314660543075993,0.15126583215291914,12.943939393939393,1.6126839768341703,0.49934027703739725,0.6648050673976541,500
R1345,3,0.0,0.0,1.0,25.0,3.113550531503484,0.226,0.23,0.0022600000000000003,0.1888165999866518,1.5297807705953648,0.9952840876456115,0.996336170081115,0.8145451017672695,-0.1406281458825412,,,,-0.5361424299627543,500
R1345,4,0.0,0.0,1.0,25.0,3.1114139309696283,0.244,0.248,0.00244,0.09334635910895632,1.521181783105309,1.0,0.9956524579102811,0.946908713907804,-0.17738763846624145,,,,-0.5195999037716538,500
R1345,5,0.0,0.0,1.0,25.0,3.11005618405739,0.276,0.282,0.0027600000000000003,0.09321496535641415,1.5707008089156522,1.0,0.9952179788983649,0.9454501562895413,-0.17765167957425831,,,,-0.5170053915688768,500
R2345,0,0.976,0.036,0.0,16.32,2.0302063315926837,0.696,0.702,0.011897436751569273,0.48703706372035366,0.7283627994670796,0.9714389234328848,0.995171703751095,0.5028491656286539,0.12056125392669285,16.46926229508197,2.0488650100123995,0.48376256077738544,0.43594066737638515,500
R2345,1,0.984,0.02,0.0,14.794,1.8393915357614732,0.934,0.938,0.018555976967975823,0.46749889141893575,0.6576846463169346,0.9876608067039224,0.9943044203172039,0.5602652721584258,0.13170642253122383,14.886686991869919,1.8509961012942218,0.4560439570094482,0.45307755931040705,500
R2345,2,0.974,0.03,0.0,14.8615,1.8545115578245623,1.086,1.09,0.021907385224617985,0.586820297243457,0.6605151302975939,0.9737643381322778,0.9983245458385342,0.5594157331996109,0.13105396824531473,15.044661190965092,1.877365124381433,0.554686400513128,0.4281697992821731,500
R2345,3,0.962,0.044,0.0,16.4305,2.043780781870565,0.82,0.826,0.015641769384957604,0.4669844280049791,0.7104374427667308,0.9928586000445361,0.9943400633458352,0.5025067321362767,0.11736550168558338,16.68918918918919,2.0763540489078407,0.45899273069965457,0.428377600206546,500
R2345,4,0.976,0.032,0.0,17.175,2.1402576922645284,0.618,0.622,0.01025412306532524,0.5136080985914844,0.7679773788881977,0.9875556468016775,0.9964455986937492,0.48658581663329276,0.11486177235231285,17.348360655737704,2.162147520021332,0.5059483001198598,0.4480471187763135,500
R2345,5,0.976,0.028,0.0,14.6015,1.8187412016714273,1.224,1.228,0.0221424352392914,0.5512825527777507,0.6008776038644171,0.9704340906353804,0.9964319267449075,0.5627178612813759,0.13387320128587088,14.778176229508198,1.8408290037476411,0.547139029791055,0.4282994205895689,500
R123,0,0.0,0.0,1.0,25.0,1.5729561394822806,0.158,0.164,0.00158,1.0559121644726353,1.571861123940983,0.8673636491778578,0.5033459646343299,0.2858993529384111,-0.028151629112927942,,,,0.07813027743465488,500
R123,1,0.0,0.0,1.0,25.0,3.118643355861321,0.162,0.168,0.0016200000000000001,0.32447230347258993,1.6485771430204406,0.7458172696830804,0.9979658738756227,0.9732889270939782,-0.2421410569235382,,,,-0.7966746865952686,500
R123,2,0.0,0.0,1.0,25.0,2.0009387655882,0.24,0.244,0.0024000000000000002,1.1635108576927047,1.313058962692833,0.8749549860798649,0.640300404988224,0.5553583298601891,0.013629069038430114,,,,0.22030675020872906,500
R123,3,0.0,0.0,1.0,25.0,1.3769674873448858,0.18,0.184,0.0018000000000000002,1.2561362432754295,1.2847983077780825,0.797494540363713,0.4406295959503634,0.26153861127356776,-0.011688083270136413,,,,0.10939625370091415,500
R123,4,0.096,0.0,0.904,24.8725,2.920111641376673,0.168,0.172,0.00168,0.6152380061116183,1.3956906125848276,0.9682017118417775,0.9393290499582884,0.40815354543453697,0.05972489243722063,23.671875,2.8610744524543,0.6173768687396851,0.535374879207829,500
R123,5,0.0,0.0,1.0,25.0,2.1320747182185182,0.162,0.166,0.0016200000000000001,0.6807177521912552,1.4892452061457142,0.8967824017117912,0.6822639098299259,0.7075888906377348,-0.05102629727849212,,,,0.014598389218070839,500
R124,0,0.0,0.0,1.0,25.0,1.831340914853334,0.178,0.182,0.0017800000000000001,1.3749132194300404,1.5159547246986207,0.8799959146222015,0.5860290927530669,0.2766911131744064,-0.026369189204657147,,,,0.10501759808992431,500
R124,1,0.0,0.0,1.0,25.0,3.103070917601467,0.202,0.208,0.00202,0.2680902146665129,1.62962866019095,0.7034411879836581,0.9929826936324696,0.9858418590869557,-0.2436323637263003,,,,-0.8153381713672341,500
R124,2,0.0,0.002,0.998,24.951,2.1569856269676166,0.24,0.244,0.0033799999999999998,1.2732999947855776,1.550757097466777,0.8831554233128207,0.6921954006296374,0.472741480726594,-0.0380938466752687,,,,0.042565245241124997,500
R124,3,0.0,0.0,1.0,25.0,1.7340346595927103,0.16,0.164,0.0016,1.154484589158072,1.5711469244862364,0.8399363608379803,0.5548910910696673,0.35292339930607763,-0.02764257752872189,,,,0.08218484340693544,500
R124,4,0.0,0.0,1.0,25.0,2.2268840442053506,0.156,0.16,0.00156,1.5464039389595006,1.4925629377292244,0.8718169563308927,0.712602894145712,0.41524305803700806,-0.0021412010776175874,,,,0.19997947285421463,500
R124,5,0.944,0.03,0.026,19.081,2.1246001466845166,0.854,0.86,0.018651575151639746,0.8923609598931073,0.8109773490328157,0.9215627653910178,0.8952650189384846,0.48547882125665026,0.10107685472106985,19.25688559322034,2.1586448166471786,0.8496412857437713,1.4013342162387157,500
R125,0,0.974,0.028,0.0,12.936,1.609927665139126,1.636,1.642,0.03342567542079826,0.5142294723255011,0.5313020974891369,0.9690545466481544,0.995224953449087,0.6330821949686104,0.14953190884059234,13.085728952772074,1.6286853290908467,0.49848879167261795,1.4294539907721864,500
R125,1,0.992,0.012,0.0,14.1525,1.762084596058764,1.166,1.17,0.020884464371214228,0.5270795255340804,0.6033892088306491,0.973287764501043,0.9959053121377619,0.5841504689955737,0.13874733996787972,14.211189516129032,1.7694397777558728,0.5262768263240466,1.4607563362309113,500
R125,2,0.982,0.018,0.0,13.6855,1.701558720699697,1.206,1.216,0.02515663216850794,0.42968042999858447,0.5872927793557915,0.9688450022306491,0.9942674259687629,0.6050632595905524,0.14277550109189455,13.79887983706721,1.7157077697284078,0.4126899031625625,1.458464498864246,500
